from	to	source
CLCdnDe13_42289	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_42769	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_42770	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_4363	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_43846	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_47076	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_54392	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_57307	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_57308	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_84425	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_109145	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_119490	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_42662	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_43320	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_46897	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_59469	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_63741	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_79786	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_87331	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_89932	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_94490	TDe_comp114564_c0_seq1	panTr
CLCdnDe1_19071	TDe_comp114564_c0_seq1	panTr
CLCdnDe1_23841	TDe_comp114564_c0_seq1	panTr
CLCdnDe2_11813	TDe_comp114564_c0_seq1	panTr
CLCdnDe2_40515	TDe_comp114564_c0_seq1	panTr
CLCdnDe2_42105	TDe_comp114564_c0_seq1	panTr
CLCdnDe3_28148	TDe_comp114564_c0_seq1	panTr
CLCdnDe3_28494	TDe_comp114564_c0_seq1	panTr
CLCdnDe3_44985	TDe_comp114564_c0_seq1	panTr
CLCdnDe3_4901	TDe_comp114564_c0_seq1	panTr
CLCdnDe3_8501	TDe_comp114564_c0_seq1	panTr
CLCdnDe4_11563	TDe_comp114564_c0_seq1	panTr
CLCdnDe4_39485	TDe_comp114564_c0_seq1	panTr
CLCdnDe4_41292	TDe_comp114564_c0_seq1	panTr
CLCdnDe4_4977	TDe_comp114564_c0_seq1	panTr
CLCdnDe5_2141	TDe_comp114564_c0_seq1	panTr
CLCdnDe5_48110	TDe_comp114564_c0_seq1	panTr
CLCdnDe5_70081	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_44006	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_44642	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_55286	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_57817	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_66649	TDe_comp114564_c0_seq1	panTr
CLCdnDe6_76131	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_124605	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_39987	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_44514	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_50918	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_56789	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_63974	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_89884	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_97504	TDe_comp114564_c0_seq1	panTr
CLCdnDe8_17956	TDe_comp114564_c0_seq1	panTr
CLCdnDe8_4466	TDe_comp114564_c0_seq1	panTr
CLCdnDe9_26556	TDe_comp114564_c0_seq1	panTr
CLCdnDe9_39268	TDe_comp114564_c0_seq1	panTr
CLCdnDe9_39433	TDe_comp114564_c0_seq1	panTr
CLCdnDe9_41738	TDe_comp114564_c0_seq1	panTr
VdnDe1_47733	TDe_comp114564_c0_seq1	panTr
VdnDe1_47735	TDe_comp114564_c0_seq1	panTr
VdnDe2_195686	TDe_comp114564_c0_seq1	panTr
VdnDe2_195687	TDe_comp114564_c0_seq1	panTr
VdnDe2_195688	TDe_comp114564_c0_seq1	panTr
VdnDe2_195690	TDe_comp114564_c0_seq1	panTr
VdnDe2_195691	TDe_comp114564_c0_seq1	panTr
VdnDe2_195692	TDe_comp114564_c0_seq1	panTr
VdnDe2_30273	TDe_comp114564_c0_seq1	panTr
VdnDe2_45689	TDe_comp114564_c0_seq1	panTr
VdnDe2_45693	TDe_comp114564_c0_seq1	panTr
VdnDe2_45698	TDe_comp114564_c0_seq1	panTr
VdnDe3_171812	TDe_comp114564_c0_seq1	panTr
VdnDe3_32101	TDe_comp114564_c0_seq1	panTr
VdnDe3_81848	TDe_comp114564_c0_seq1	panTr
VdnDe3_81849	TDe_comp114564_c0_seq1	panTr
VdnDe3_81850	TDe_comp114564_c0_seq1	panTr
VdnDe3_81852	TDe_comp114564_c0_seq1	panTr
VdnDe3_81853	TDe_comp114564_c0_seq1	panTr
VdnDe3_85655	TDe_comp114564_c0_seq1	panTr
VdnDe3_85656	TDe_comp114564_c0_seq1	panTr
VdnDe3_85659	TDe_comp114564_c0_seq1	panTr
VdnDe3_85660	TDe_comp114564_c0_seq1	panTr
VdnDe3_85661	TDe_comp114564_c0_seq1	panTr
VdnDe3_85662	TDe_comp114564_c0_seq1	panTr
VdnDe3_85663	TDe_comp114564_c0_seq1	panTr
VdnDe3_85664	TDe_comp114564_c0_seq1	panTr
VdnDe3_88931	TDe_comp114564_c0_seq1	panTr
VdnDe3_88932	TDe_comp114564_c0_seq1	panTr
VdnDe3_88933	TDe_comp114564_c0_seq1	panTr
VdnDe3_88935	TDe_comp114564_c0_seq1	panTr
VdnDe3_88937	TDe_comp114564_c0_seq1	panTr
VdnDe3_88938	TDe_comp114564_c0_seq1	panTr
VdnDe4_115191	TDe_comp114564_c0_seq1	panTr
VdnDe4_124871	TDe_comp114564_c0_seq1	panTr
VdnDe4_140749	TDe_comp114564_c0_seq1	panTr
VdnDe4_44775	TDe_comp114564_c0_seq1	panTr
VdnDe4_44776	TDe_comp114564_c0_seq1	panTr
VdnDe4_44780	TDe_comp114564_c0_seq1	panTr
VdnDe4_44783	TDe_comp114564_c0_seq1	panTr
VdnDe4_44784	TDe_comp114564_c0_seq1	panTr
VdnDe4_64447	TDe_comp114564_c0_seq1	panTr
VdnDe4_64452	TDe_comp114564_c0_seq1	panTr
VdnDe4_64624	TDe_comp114564_c0_seq1	panTr
VdnDe4_64627	TDe_comp114564_c0_seq1	panTr
VdnDe4_64630	TDe_comp114564_c0_seq1	panTr
VdnDe4_64631	TDe_comp114564_c0_seq1	panTr
VdnDe4_66072	TDe_comp114564_c0_seq1	panTr
VdnDe4_72737	TDe_comp114564_c0_seq1	panTr
VdnDe4_72739	TDe_comp114564_c0_seq1	panTr
VdnDe4_82786	TDe_comp114564_c0_seq1	panTr
VdnDe4_82787	TDe_comp114564_c0_seq1	panTr
VdnDe4_82788	TDe_comp114564_c0_seq1	panTr
VdnDe4_82790	TDe_comp114564_c0_seq1	panTr
VdnDe4_82791	TDe_comp114564_c0_seq1	panTr
VdnDe4_82792	TDe_comp114564_c0_seq1	panTr
VdnDe4_82794	TDe_comp114564_c0_seq1	panTr
VdnDe4_82795	TDe_comp114564_c0_seq1	panTr
VdnDe5_100220	TDe_comp114564_c0_seq1	panTr
VdnDe5_101294	TDe_comp114564_c0_seq1	panTr
VdnDe5_112752	TDe_comp114564_c0_seq1	panTr
VdnDe5_127643	TDe_comp114564_c0_seq1	panTr
VdnDe5_19194	TDe_comp114564_c0_seq1	panTr
VdnDe5_34346	TDe_comp114564_c0_seq1	panTr
VdnDe5_34348	TDe_comp114564_c0_seq1	panTr
VdnDe5_34349	TDe_comp114564_c0_seq1	panTr
VdnDe5_34350	TDe_comp114564_c0_seq1	panTr
VdnDe5_34351	TDe_comp114564_c0_seq1	panTr
VdnDe5_34353	TDe_comp114564_c0_seq1	panTr
VdnDe5_34354	TDe_comp114564_c0_seq1	panTr
VdnDe5_58350	TDe_comp114564_c0_seq1	panTr
VdnDe5_58351	TDe_comp114564_c0_seq1	panTr
VdnDe5_60387	TDe_comp114564_c0_seq1	panTr
VdnDe5_62590	TDe_comp114564_c0_seq1	panTr
VdnDe5_62591	TDe_comp114564_c0_seq1	panTr
VdnDe5_62597	TDe_comp114564_c0_seq1	panTr
VdnDe5_66490	TDe_comp114564_c0_seq1	panTr
VdnDe5_66495	TDe_comp114564_c0_seq1	panTr
VdnDe5_77157	TDe_comp114564_c0_seq1	panTr
VdnDe5_77159	TDe_comp114564_c0_seq1	panTr
VdnDe5_77160	TDe_comp114564_c0_seq1	panTr
VdnDe5_77161	TDe_comp114564_c0_seq1	panTr
VdnDe5_77162	TDe_comp114564_c0_seq1	panTr
VdnDe5_77163	TDe_comp114564_c0_seq1	panTr
VdnDe5_78846	TDe_comp114564_c0_seq1	panTr
VdnDe5_87137	TDe_comp114564_c0_seq1	panTr
VdnDe5_96408	TDe_comp114564_c0_seq1	panTr
VdnDe6_25043	TDe_comp114564_c0_seq1	panTr
VdnDe6_25044	TDe_comp114564_c0_seq1	panTr
VdnDe6_25045	TDe_comp114564_c0_seq1	panTr
VdnDe6_30872	TDe_comp114564_c0_seq1	panTr
VdnDe6_30873	TDe_comp114564_c0_seq1	panTr
VdnDe6_30874	TDe_comp114564_c0_seq1	panTr
VdnDe6_43896	TDe_comp114564_c0_seq1	panTr
VdnDe6_50559	TDe_comp114564_c0_seq1	panTr
VdnDe6_50560	TDe_comp114564_c0_seq1	panTr
VdnDe6_50561	TDe_comp114564_c0_seq1	panTr
VdnDe6_50562	TDe_comp114564_c0_seq1	panTr
VdnDe6_50563	TDe_comp114564_c0_seq1	panTr
VdnDe6_50564	TDe_comp114564_c0_seq1	panTr
VdnDe6_57750	TDe_comp114564_c0_seq1	panTr
VdnDe6_61855	TDe_comp114564_c0_seq1	panTr
VdnDe6_61856	TDe_comp114564_c0_seq1	panTr
VdnDe6_63108	TDe_comp114564_c0_seq1	panTr
VdnDe6_64797	TDe_comp114564_c0_seq1	panTr
VdnDe6_64800	TDe_comp114564_c0_seq1	panTr
VdnDe6_69240	TDe_comp114564_c0_seq1	panTr
VdnDe6_70782	TDe_comp114564_c0_seq1	panTr
VdnDe6_97750	TDe_comp114564_c0_seq1	panTr
VdnDe6_99072	TDe_comp114564_c0_seq1	panTr
VdnDe7_10303	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_45675	TDe_comp114564_c0_seq1	panTr
CLCdnDe2_28436	TDe_comp114564_c0_seq1	panTr
VdnDe4_69972	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_66304	TDe_comp114564_c0_seq1	panTr
CLCdnDe14_81812	TDe_comp114564_c0_seq1	panTr
CLCdnDe4_41290	TDe_comp114564_c0_seq1	panTr
CLCdnDe7_80819	TDe_comp114564_c0_seq1	panTr
VdnDe3_161589	TDe_comp114564_c0_seq1	panTr
VdnDe4_64625	TDe_comp114564_c0_seq1	panTr
VdnDe4_64628	TDe_comp114564_c0_seq1	panTr
VdnDe4_64629	TDe_comp114564_c0_seq1	panTr
VdnDe4_64632	TDe_comp114564_c0_seq1	panTr
VdnDe5_69827	TDe_comp114564_c0_seq1	panTr
VdnDe5_77158	TDe_comp114564_c0_seq1	panTr
VdnDe5_80560	TDe_comp114564_c0_seq1	panTr
VdnDe6_101359	TDe_comp114564_c0_seq1	panTr
VdnDe6_63106	TDe_comp114564_c0_seq1	panTr
VdnDe6_63107	TDe_comp114564_c0_seq1	panTr
VdnDe6_63109	TDe_comp114564_c0_seq1	panTr
CLCdnPW10_28452	TDe_comp114564_c0_seq1	panTr
CLCdnPW10_32873	TDe_comp114564_c0_seq1	panTr
CLCdnPW11_27561	TDe_comp114564_c0_seq1	panTr
CLCdnPW11_27562	TDe_comp114564_c0_seq1	panTr
CLCdnPW12_28178	TDe_comp114564_c0_seq1	panTr
CLCdnPW13_29156	TDe_comp114564_c0_seq1	panTr
CLCdnPW13_33673	TDe_comp114564_c0_seq1	panTr
CLCdnPW14_33565	TDe_comp114564_c0_seq1	panTr
CLCdnPW16_35365	TDe_comp114564_c0_seq1	panTr
CLCdnPW16_35714	TDe_comp114564_c0_seq1	panTr
CLCdnPW16_46903	TDe_comp114564_c0_seq1	panTr
CLCdnPW17_31300	TDe_comp114564_c0_seq1	panTr
CLCdnPW18_32611	TDe_comp114564_c0_seq1	panTr
CLCdnPW19_29017	TDe_comp114564_c0_seq1	panTr
CLCdnPW1_1692	TDe_comp114564_c0_seq1	panTr
CLCdnPW1_9002	TDe_comp114564_c0_seq1	panTr
CLCdnPW20_36102	TDe_comp114564_c0_seq1	panTr
CLCdnPW21_28147	TDe_comp114564_c0_seq1	panTr
CLCdnPW22_22826	TDe_comp114564_c0_seq1	panTr
CLCdnPW22_29088	TDe_comp114564_c0_seq1	panTr
CLCdnPW22_29090	TDe_comp114564_c0_seq1	panTr
CLCdnPW22_48523	TDe_comp114564_c0_seq1	panTr
CLCdnPW23_21573	TDe_comp114564_c0_seq1	panTr
CLCdnPW23_25239	TDe_comp114564_c0_seq1	panTr
CLCdnPW24_31408	TDe_comp114564_c0_seq1	panTr
CLCdnPW25_20749	TDe_comp114564_c0_seq1	panTr
CLCdnPW25_23937	TDe_comp114564_c0_seq1	panTr
CLCdnPW26_27143	TDe_comp114564_c0_seq1	panTr
CLCdnPW26_34557	TDe_comp114564_c0_seq1	panTr
CLCdnPW26_41592	TDe_comp114564_c0_seq1	panTr
CLCdnPW26_51277	TDe_comp114564_c0_seq1	panTr
CLCdnPW27_40229	TDe_comp114564_c0_seq1	panTr
CLCdnPW27_54735	TDe_comp114564_c0_seq1	panTr
CLCdnPW29_36385	TDe_comp114564_c0_seq1	panTr
CLCdnPW29_44741	TDe_comp114564_c0_seq1	panTr
CLCdnPW2_15744	TDe_comp114564_c0_seq1	panTr
CLCdnPW30_51651	TDe_comp114564_c0_seq1	panTr
CLCdnPW30_60315	TDe_comp114564_c0_seq1	panTr
CLCdnPW31_26247	TDe_comp114564_c0_seq1	panTr
CLCdnPW31_48915	TDe_comp114564_c0_seq1	panTr
CLCdnPW32_27491	TDe_comp114564_c0_seq1	panTr
CLCdnPW32_33472	TDe_comp114564_c0_seq1	panTr
CLCdnPW32_53439	TDe_comp114564_c0_seq1	panTr
CLCdnPW33_20761	TDe_comp114564_c0_seq1	panTr
CLCdnPW35_20594	TDe_comp114564_c0_seq1	panTr
CLCdnPW35_26747	TDe_comp114564_c0_seq1	panTr
CLCdnPW36_23412	TDe_comp114564_c0_seq1	panTr
CLCdnPW36_36212	TDe_comp114564_c0_seq1	panTr
CLCdnPW36_43190	TDe_comp114564_c0_seq1	panTr
CLCdnPW36_48863	TDe_comp114564_c0_seq1	panTr
CLCdnPW36_51788	TDe_comp114564_c0_seq1	panTr
CLCdnPW39_30632	TDe_comp114564_c0_seq1	panTr
CLCdnPW39_38365	TDe_comp114564_c0_seq1	panTr
CLCdnPW39_50127	TDe_comp114564_c0_seq1	panTr
CLCdnPW3_45763	TDe_comp114564_c0_seq1	panTr
CLCdnPW40_21751	TDe_comp114564_c0_seq1	panTr
CLCdnPW40_32264	TDe_comp114564_c0_seq1	panTr
CLCdnPW40_37354	TDe_comp114564_c0_seq1	panTr
CLCdnPW40_41498	TDe_comp114564_c0_seq1	panTr
CLCdnPW41_27396	TDe_comp114564_c0_seq1	panTr
CLCdnPW42_23611	TDe_comp114564_c0_seq1	panTr
CLCdnPW42_23612	TDe_comp114564_c0_seq1	panTr
CLCdnPW42_33821	TDe_comp114564_c0_seq1	panTr
CLCdnPW42_36073	TDe_comp114564_c0_seq1	panTr
CLCdnPW42_49252	TDe_comp114564_c0_seq1	panTr
CLCdnPW43_25302	TDe_comp114564_c0_seq1	panTr
CLCdnPW43_47045	TDe_comp114564_c0_seq1	panTr
CLCdnPW44_21004	TDe_comp114564_c0_seq1	panTr
CLCdnPW44_24701	TDe_comp114564_c0_seq1	panTr
CLCdnPW45_30004	TDe_comp114564_c0_seq1	panTr
CLCdnPW45_31340	TDe_comp114564_c0_seq1	panTr
CLCdnPW45_33637	TDe_comp114564_c0_seq1	panTr
CLCdnPW45_34250	TDe_comp114564_c0_seq1	panTr
CLCdnPW45_34251	TDe_comp114564_c0_seq1	panTr
CLCdnPW46_23741	TDe_comp114564_c0_seq1	panTr
CLCdnPW46_27198	TDe_comp114564_c0_seq1	panTr
CLCdnPW46_38077	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_23695	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_27396	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_34614	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_36485	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_41712	TDe_comp114564_c0_seq1	panTr
CLCdnPW47_56068	TDe_comp114564_c0_seq1	panTr
CLCdnPW48_40945	TDe_comp114564_c0_seq1	panTr
CLCdnPW48_50789	TDe_comp114564_c0_seq1	panTr
CLCdnPW49_33348	TDe_comp114564_c0_seq1	panTr
CLCdnPW49_35621	TDe_comp114564_c0_seq1	panTr
CLCdnPW49_47897	TDe_comp114564_c0_seq1	panTr
CLCdnPW4_49459	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_22727	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_30436	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_32566	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_34749	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_41631	TDe_comp114564_c0_seq1	panTr
CLCdnPW50_44704	TDe_comp114564_c0_seq1	panTr
CLCdnPW6_31782	TDe_comp114564_c0_seq1	panTr
CLCdnPW9_30682	TDe_comp114564_c0_seq1	panTr
CLCdnPW9_46505	TDe_comp114564_c0_seq1	panTr
SdnPW1_13799	TDe_comp114564_c0_seq1	panTr
SdnPW1_13801	TDe_comp114564_c0_seq1	panTr
SdnPW1_25552	TDe_comp114564_c0_seq1	panTr
SdnPW1_4927	TDe_comp114564_c0_seq1	panTr
SdnPW1_8133	TDe_comp114564_c0_seq1	panTr
TPW_comp75592_c0_seq2	TDe_comp114564_c0_seq1	panTr
TPW_comp75592_c0_seq5	TDe_comp114564_c0_seq1	panTr
VdnPW1_78909	TDe_comp114564_c0_seq1	panTr
VdnPW1_78910	TDe_comp114564_c0_seq1	panTr
VdnPW1_78911	TDe_comp114564_c0_seq1	panTr
VdnPW1_78914	TDe_comp114564_c0_seq1	panTr
VdnPW1_78915	TDe_comp114564_c0_seq1	panTr
VdnPW2_129997	TDe_comp114564_c0_seq1	panTr
VdnPW2_134288	TDe_comp114564_c0_seq1	panTr
VdnPW2_134291	TDe_comp114564_c0_seq1	panTr
VdnPW2_134294	TDe_comp114564_c0_seq1	panTr
VdnPW2_64039	TDe_comp114564_c0_seq1	panTr
VdnPW2_64042	TDe_comp114564_c0_seq1	panTr
VdnPW2_64043	TDe_comp114564_c0_seq1	panTr
VdnPW2_64044	TDe_comp114564_c0_seq1	panTr
VdnPW2_64045	TDe_comp114564_c0_seq1	panTr
VdnPW2_64046	TDe_comp114564_c0_seq1	panTr
VdnPW2_64047	TDe_comp114564_c0_seq1	panTr
VdnPW2_64048	TDe_comp114564_c0_seq1	panTr
VdnPW3_42407	TDe_comp114564_c0_seq1	panTr
VdnPW3_42409	TDe_comp114564_c0_seq1	panTr
VdnPW3_42410	TDe_comp114564_c0_seq1	panTr
VdnPW3_42412	TDe_comp114564_c0_seq1	panTr
VdnPW3_42413	TDe_comp114564_c0_seq1	panTr
VdnPW3_71436	TDe_comp114564_c0_seq1	panTr
VdnPW3_76793	TDe_comp114564_c0_seq1	panTr
VdnPW3_76794	TDe_comp114564_c0_seq1	panTr
VdnPW3_76795	TDe_comp114564_c0_seq1	panTr
VdnPW3_76797	TDe_comp114564_c0_seq1	panTr
VdnPW3_76798	TDe_comp114564_c0_seq1	panTr
VdnPW3_76799	TDe_comp114564_c0_seq1	panTr
VdnPW3_76800	TDe_comp114564_c0_seq1	panTr
VdnPW3_76802	TDe_comp114564_c0_seq1	panTr
VdnPW4_28916	TDe_comp114564_c0_seq1	panTr
VdnPW4_28917	TDe_comp114564_c0_seq1	panTr
VdnPW4_28918	TDe_comp114564_c0_seq1	panTr
VdnPW4_28921	TDe_comp114564_c0_seq1	panTr
VdnPW4_28922	TDe_comp114564_c0_seq1	panTr
VdnPW4_57466	TDe_comp114564_c0_seq1	panTr
VdnPW4_57467	TDe_comp114564_c0_seq1	panTr
VdnPW4_57468	TDe_comp114564_c0_seq1	panTr
VdnPW4_57470	TDe_comp114564_c0_seq1	panTr
VdnPW4_57471	TDe_comp114564_c0_seq1	panTr
VdnPW4_74720	TDe_comp114564_c0_seq1	panTr
VdnPW5_22936	TDe_comp114564_c0_seq1	panTr
VdnPW5_22937	TDe_comp114564_c0_seq1	panTr
VdnPW5_22938	TDe_comp114564_c0_seq1	panTr
VdnPW5_22939	TDe_comp114564_c0_seq1	panTr
VdnPW5_44809	TDe_comp114564_c0_seq1	panTr
VdnPW5_44810	TDe_comp114564_c0_seq1	panTr
VdnPW6_13997	TDe_comp114564_c0_seq1	panTr
VdnPW6_49130	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_26641	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_26642	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_27180	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_42002	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_43802	TDe_comp114564_c0_seq1	panTr
CLCdnRY10_63737	TDe_comp114564_c0_seq1	panTr
CLCdnRY11_27632	TDe_comp114564_c0_seq1	panTr
CLCdnRY11_44701	TDe_comp114564_c0_seq1	panTr
CLCdnRY12_28312	TDe_comp114564_c0_seq1	panTr
CLCdnRY12_47148	TDe_comp114564_c0_seq1	panTr
CLCdnRY12_58073	TDe_comp114564_c0_seq1	panTr
CLCdnRY12_75007	TDe_comp114564_c0_seq1	panTr
CLCdnRY1_21387	TDe_comp114564_c0_seq1	panTr
CLCdnRY1_21388	TDe_comp114564_c0_seq1	panTr
CLCdnRY2_21781	TDe_comp114564_c0_seq1	panTr
CLCdnRY3_24446	TDe_comp114564_c0_seq1	panTr
CLCdnRY4_26105	TDe_comp114564_c0_seq1	panTr
CLCdnRY4_43041	TDe_comp114564_c0_seq1	panTr
CLCdnRY5_44518	TDe_comp114564_c0_seq1	panTr
CLCdnRY5_45021	TDe_comp114564_c0_seq1	panTr
CLCdnRY5_50316	TDe_comp114564_c0_seq1	panTr
CLCdnRY5_70236	TDe_comp114564_c0_seq1	panTr
CLCdnRY6_30173	TDe_comp114564_c0_seq1	panTr
CLCdnRY6_32685	TDe_comp114564_c0_seq1	panTr
CLCdnRY6_48270	TDe_comp114564_c0_seq1	panTr
CLCdnRY6_59319	TDe_comp114564_c0_seq1	panTr
CLCdnRY6_76438	TDe_comp114564_c0_seq1	panTr
CLCdnRY7_22687	TDe_comp114564_c0_seq1	panTr
CLCdnRY7_22690	TDe_comp114564_c0_seq1	panTr
CLCdnRY8_15879	TDe_comp114564_c0_seq1	panTr
SdnRY1_11124	TDe_comp114564_c0_seq1	panTr
SdnRY1_11550	TDe_comp114564_c0_seq1	panTr
SdnRY1_26879	TDe_comp114564_c0_seq1	panTr
SdnRY1_28654	TDe_comp114564_c0_seq1	panTr
SdnRY1_32659	TDe_comp114564_c0_seq1	panTr
SdnRY1_32661	TDe_comp114564_c0_seq1	panTr
SdnRY1_6078	TDe_comp114564_c0_seq1	panTr
SdnRY1_7422	TDe_comp114564_c0_seq1	panTr
VdnRY4_24205	TDe_comp114564_c0_seq1	panTr
VdnRY5_23991	TDe_comp114564_c0_seq1	panTr
VdnRY5_23992	TDe_comp114564_c0_seq1	panTr
VdnRY6_25667	TDe_comp114564_c0_seq1	panTr
VdnRY6_35179	TDe_comp114564_c0_seq1	panTr
CLCdnRY3_60963	TDe_comp114564_c0_seq1	panTr
CLCdnRY4_58886	TDe_comp114564_c0_seq1	panTr
CLCdnRY4_58887	TDe_comp114564_c0_seq1	panTr
CLCdnRY9_60898	TDe_comp114564_c0_seq1	panTr
SdnRY1_40939	TDe_comp114564_c0_seq1	panTr
SdnRY1_42879	TDe_comp114564_c0_seq1	panTr
VdnRY3_59173	TDe_comp114564_c0_seq1	panTr
VdnRY3_59174	TDe_comp114564_c0_seq1	panTr
VdnRY3_59175	TDe_comp114564_c0_seq1	panTr
VdnRY5_58738	TDe_comp114564_c0_seq1	panTr
PGSC0003DMC400045223	CLCdnPW49_9885	panTr
PGSC0003DMC400054560	CLCdnPW49_9885	panTr
Sotub06g019700.1.1	CLCdnPW49_9885	panTr
Sotub06g019750.1.1	CLCdnPW49_9885	panTr
CLCdnDe10_16864	CLCdnPW49_9885	panTr
CLCdnDe11_16023	CLCdnPW49_9885	panTr
CLCdnDe11_16024	CLCdnPW49_9885	panTr
CLCdnDe11_23377	CLCdnPW49_9885	panTr
CLCdnDe11_34219	CLCdnPW49_9885	panTr
CLCdnDe11_49757	CLCdnPW49_9885	panTr
CLCdnDe12_17084	CLCdnPW49_9885	panTr
CLCdnDe12_37310	CLCdnPW49_9885	panTr
CLCdnDe12_41511	CLCdnPW49_9885	panTr
CLCdnDe12_42980	CLCdnPW49_9885	panTr
CLCdnDe12_49102	CLCdnPW49_9885	panTr
CLCdnDe12_68072	CLCdnPW49_9885	panTr
CLCdnDe13_23907	CLCdnPW49_9885	panTr
CLCdnDe13_23908	CLCdnPW49_9885	panTr
CLCdnDe13_41893	CLCdnPW49_9885	panTr
CLCdnDe13_52742	CLCdnPW49_9885	panTr
CLCdnDe14_105204	CLCdnPW49_9885	panTr
CLCdnDe14_56970	CLCdnPW49_9885	panTr
CLCdnDe14_60735	CLCdnPW49_9885	panTr
CLCdnDe14_95912	CLCdnPW49_9885	panTr
CLCdnDe4_17350	CLCdnPW49_9885	panTr
CLCdnDe5_16924	CLCdnPW49_9885	panTr
CLCdnDe5_35065	CLCdnPW49_9885	panTr
CLCdnDe5_42575	CLCdnPW49_9885	panTr
CLCdnDe6_42853	CLCdnPW49_9885	panTr
CLCdnDe7_105581	CLCdnPW49_9885	panTr
CLCdnDe8_1112	CLCdnPW49_9885	panTr
CLCdnDe9_15772	CLCdnPW49_9885	panTr
TDe_comp114563_c1_seq1	CLCdnPW49_9885	panTr
VdnDe3_108663	CLCdnPW49_9885	panTr
VdnDe3_155504	CLCdnPW49_9885	panTr
VdnDe3_29387	CLCdnPW49_9885	panTr
VdnDe3_29391	CLCdnPW49_9885	panTr
VdnDe4_101607	CLCdnPW49_9885	panTr
VdnDe4_120585	CLCdnPW49_9885	panTr
VdnDe4_75755	CLCdnPW49_9885	panTr
VdnDe4_75756	CLCdnPW49_9885	panTr
VdnDe5_103833	CLCdnPW49_9885	panTr
VdnDe5_103834	CLCdnPW49_9885	panTr
VdnDe5_64671	CLCdnPW49_9885	panTr
VdnDe5_64672	CLCdnPW49_9885	panTr
VdnDe5_64673	CLCdnPW49_9885	panTr
VdnDe5_64674	CLCdnPW49_9885	panTr
VdnDe5_64675	CLCdnPW49_9885	panTr
VdnDe5_64676	CLCdnPW49_9885	panTr
VdnDe5_68446	CLCdnPW49_9885	panTr
VdnDe5_68447	CLCdnPW49_9885	panTr
VdnDe6_12354	CLCdnPW49_9885	panTr
VdnDe6_32344	CLCdnPW49_9885	panTr
VdnDe6_32345	CLCdnPW49_9885	panTr
VdnDe6_32346	CLCdnPW49_9885	panTr
VdnDe6_32348	CLCdnPW49_9885	panTr
VdnDe6_32352	CLCdnPW49_9885	panTr
VdnDe6_38370	CLCdnPW49_9885	panTr
VdnDe6_38372	CLCdnPW49_9885	panTr
VdnDe6_52230	CLCdnPW49_9885	panTr
VdnDe6_52231	CLCdnPW49_9885	panTr
VdnDe6_53637	CLCdnPW49_9885	panTr
